channel_id,channel_name,query_groups,search_video_count,recent_long_count,max_search_views,median_search_views,channel_url
UCKt_2z1qX_HrlmeVhFaIu5Q,Reborn History,everyday_history,1,1,572,572,https://www.youtube.com/channel/UCKt_2z1qX_HrlmeVhFaIu5Q/videos
UCiPMPrrc1CvqKVPwzDx8e7w,James MacLarnon,everyday_history,1,0,563,563,https://www.youtube.com/channel/UCiPMPrrc1CvqKVPwzDx8e7w/videos
UC28oFCCrZcbo1FcI2_r2KRA,Militaria Collectors Network,everyday_history,1,1,544,544,https://www.youtube.com/channel/UC28oFCCrZcbo1FcI2_r2KRA/videos
UCozU0lRnQ5FtCcSFZuVn-2g,Inside 19th-Century America,everyday_history,1,1,535,535,https://www.youtube.com/channel/UCozU0lRnQ5FtCcSFZuVn-2g/videos
UCJY8z_KpYvujOEFXaujE3hw,Prime Uncover,everyday_history,1,1,497,497,https://www.youtube.com/channel/UCJY8z_KpYvujOEFXaujE3hw/videos
UCrxcJNtPzM1ObnA3tMcMqKQ,Yestertainment,everyday_history,1,1,477,477,https://www.youtube.com/channel/UCrxcJNtPzM1ObnA3tMcMqKQ/videos
UCOlIQ0e0-8Wdc8fDtGCnEOw,Legendary Locomotives,everyday_history,1,1,462,462,https://www.youtube.com/channel/UCOlIQ0e0-8Wdc8fDtGCnEOw/videos
UC2TitrpeXIEUqgKYPp935FA,Life in the Wild West,everyday_history,1,1,462,462,https://www.youtube.com/channel/UC2TitrpeXIEUqgKYPp935FA/videos
UCB-FvXHwN6FDcv3zbMXeCFw,Filty Past 1.0,everyday_history,1,1,462,462,https://www.youtube.com/channel/UCB-FvXHwN6FDcv3zbMXeCFw/videos
UChRuLUdYIV3bSdUjZoc1QvA,The Unseen Front,everyday_history,1,1,450,450,https://www.youtube.com/channel/UChRuLUdYIV3bSdUjZoc1QvA/videos
UCOYlOWMM4RO-kKQr-0N9m4w,Golden Hour America,everyday_history,1,1,440,440,https://www.youtube.com/channel/UCOYlOWMM4RO-kKQr-0N9m4w/videos
UCbCGOQEi1795E73Jw_8E-Ow,The Medieval Worker,everyday_history,1,1,436,436,https://www.youtube.com/channel/UCbCGOQEi1795E73Jw_8E-Ow/videos
UC2HgWjXT9OjQfnB-r2_tE6w,Night Historian,everyday_history,2,2,431,234,https://www.youtube.com/channel/UC2HgWjXT9OjQfnB-r2_tE6w/videos
